time,pm2_5,nitrogen_dioxide,carbon_monoxide,temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,surface_pressure,boundary_layer_height
2025-10-21T10:00:00,26.0,34.6,265.0,14.9,82,2.5,0.0,990.6,400.0
2025-10-21T11:00:00,24.7,32.0,244.0,16.1,74,2.7,0.0,990.3,735.0
2025-10-21T12:00:00,22.9,28.9,233.0,15.0,79,2.7,0.0,990.3,500.0
2025-10-21T13:00:00,19.5,22.2,207.0,16.1,74,1.1,0.1,989.8,745.0
2025-10-21T14:00:00,18.2,23.2,210.0,16.2,73,1.7,0.0,989.4,610.0
2025-10-21T15:00:00,15.9,24.4,213.0,16.2,72,1.3,0.0,989.4,615.0
2025-10-21T16:00:00,18.9,46.3,260.0,15.3,83,1.3,0.0,989.3,40.0
2025-10-21T17:00:00,22.7,66.5,298.0,13.9,84,1.5,0.0,989.3,25.0
2025-10-21T18:00:00,26.2,76.4,331.0,13.2,92,3.8,0.0,989.8,45.0
2025-10-21T19:00:00,29.5,77.4,382.0,13.1,92,3.8,0.0,990.0,65.0
2025-10-21T20:00:00,32.6,75.5,396.0,12.5,92,4.0,0.0,990.4,65.0
2025-10-21T21:00:00,36.4,70.5,391.0,12.3,92,1.2,0.0,990.6,30.0
2025-10-21T22:00:00,37.4,66.7,378.0,12.2,94,1.8,0.0,990.5,30.0
2025-10-21T23:00:00,37.9,61.7,369.0,12.3,95,2.7,0.0,990.3,40.0
2025-10-22T00:00:00,38.2,55.3,362.0,12.4,96,1.1,0.0,990.5,25.0
2025-10-22T01:00:00,38.7,47.3,365.0,12.4,96,1.0,0.0,990.2,20.0
2025-10-22T02:00:00,39.3,43.2,375.0,12.5,96,2.7,0.0,989.9,35.0
2025-10-22T03:00:00,40.3,42.6,368.0,12.2,97,3.0,0.0,989.3,50.0
2025-10-22T04:00:00,40.3,40.4,362.0,11.7,99,1.6,0.0,989.1,20.0
2025-10-22T05:00:00,41.4,46.0,394.0,11.2,100,1.5,0.0,989.1,20.0
2025-10-22T06:00:00,43.0,54.4,473.0,11.6,100,1.3,0.0,989.1,25.0
2025-10-22T07:00:00,45.5,51.3,506.0,12.5,99,1.1,0.0,989.7,30.0
2025-10-22T08:00:00,46.0,46.6,416.0,13.5,98,1.5,0.0,989.9,60.0
2025-10-22T09:00:00,44.7,49.3,400.0,14.7,91,1.7,0.1,990.3,175.0
2025-10-22T10:00:00,34.0,40.0,319.0,15.4,85,1.0,0.0,990.0,295.0
2025-10-22T11:00:00,34.3,33.8,255.0,16.3,80,1.1,0.1,990.3,465.0
2025-10-22T12:00:00,27.5,27.1,220.0,16.8,71,0.8,0.0,990.0,765.0
2025-10-22T13:00:00,23.4,21.5,209.0,17.4,70,2.3,0.1,989.8,890.0
2025-10-22T14:00:00,23.0,20.9,202.0,17.4,72,4.8,0.1,989.5,665.0
2025-10-22T15:00:00,19.3,22.0,201.0,16.9,77,6.5,0.1,989.5,455.0
2025-10-22T16:00:00,21.5,44.7,266.0,16.0,82,5.3,0.0,989.6,250.0
2025-10-22T17:00:00,26.8,67.3,296.0,14.3,88,3.5,0.0,989.9,90.0
2025-10-22T18:00:00,29.2,72.6,326.0,13.9,91,2.9,0.0,990.4,50.0
2025-10-22T19:00:00,36.4,64.5,353.0,13.2,92,2.4,0.0,990.4,35.0
2025-10-22T20:00:00,38.5,59.2,366.0,12.8,94,3.1,0.0,990.8,35.0
2025-10-22T21:00:00,44.4,62.3,371.0,12.8,95,4.3,0.0,990.9,50.0
2025-10-22T22:00:00,44.0,59.3,374.0,12.5,97,5.4,0.0,990.2,60.0
2025-10-22T23:00:00,46.4,52.7,374.0,12.0,97,3.6,0.0,990.0,55.0
2025-10-23T00:00:00,47.5,47.2,377.0,13.8,97,1.8,0.0,990.2,35.0
2025-10-23T01:00:00,46.2,41.9,359.0,13.9,96,1.2,0.0,989.6,20.0
2025-10-23T02:00:00,46.6,34.4,339.0,13.7,98,5.5,0.0,988.4,105.0
2025-10-23T03:00:00,47.6,31.1,319.0,13.4,98,5.2,0.0,988.1,85.0
2025-10-23T04:00:00,48.4,28.9,322.0,13.6,98,3.1,0.0,987.4,80.0
2025-10-23T05:00:00,49.0,39.8,334.0,13.6,98,4.0,0.1,986.8,90.0
2025-10-23T06:00:00,49.9,47.8,375.0,13.6,98,2.2,0.0,986.5,145.0
2025-10-23T07:00:00,44.1,52.7,399.0,13.8,97,4.3,0.1,985.8,165.0
2025-10-23T08:00:00,33.5,49.5,345.0,14.1,93,7.3,0.5,984.8,235.0
2025-10-23T09:00:00,28.6,35.5,320.0,14.0,96,10.3,0.7,983.0,380.0
2025-10-23T10:00:00,27.1,35.8,302.0,14.1,94,11.5,2.0,981.0,440.0
2025-10-23T11:00:00,21.2,32.1,276.0,14.5,88,12.9,0.5,980.0,430.0
2025-10-23T12:00:00,14.8,28.0,253.0,14.6,92,2.7,3.6,979.8,250.0
2025-10-23T13:00:00,11.1,30.4,240.0,14.7,92,3.8,1.7,978.7,210.0
2025-10-23T14:00:00,14.9,32.1,250.0,15.5,87,6.7,0.2,977.8,365.0
2025-10-23T15:00:00,16.8,34.4,260.0,15.2,88,10.0,0.0,977.6,410.0
2025-10-23T16:00:00,14.6,38.1,273.0,14.0,89,8.7,0.0,977.2,235.0
2025-10-23T17:00:00,22.3,48.9,289.0,13.0,91,8.6,0.0,977.5,120.0
2025-10-23T18:00:00,16.7,44.6,272.0,13.0,87,12.9,0.0,978.0,170.0
2025-10-23T19:00:00,11.7,32.5,244.0,12.6,84,11.2,0.0,978.6,95.0
2025-10-23T20:00:00,11.6,31.3,232.0,12.7,78,12.8,0.0,979.5,110.0
2025-10-23T21:00:00,13.9,31.5,230.0,12.4,75,10.1,0.0,980.2,90.0
2025-10-23T22:00:00,13.4,29.8,231.0,12.0,72,10.6,0.0,981.1,100.0
2025-10-23T23:00:00,11.0,24.7,208.0,12.0,66,8.3,0.0,981.9,70.0
2025-10-24T00:00:00,9.1,21.4,185.0,10.7,91,14.5,0.0,982.8,90.0
2025-10-24T01:00:00,8.4,20.1,183.0,11.0,83,11.3,0.0,983.2,95.0
2025-10-24T02:00:00,7.8,16.7,179.0,10.5,84,7.6,0.0,984.1,70.0
2025-10-24T03:00:00,5.9,14.5,172.0,9.9,86,9.6,0.0,984.8,90.0
2025-10-24T04:00:00,5.0,14.0,145.0,9.8,80,10.6,0.0,985.6,115.0
2025-10-24T05:00:00,4.7,18.1,148.0,9.5,74,12.3,0.0,986.2,140.0
2025-10-24T06:00:00,4.9,24.7,160.0,9.0,84,9.0,0.0,986.3,75.0
2025-10-24T07:00:00,5.3,27.0,167.0,9.7,78,10.7,0.0,987.2,85.0
2025-10-24T08:00:00,5.6,19.5,163.0,11.5,71,12.4,0.0,988.4,145.0
2025-10-24T09:00:00,5.0,13.8,157.0,13.7,61,7.9,0.0,989.5,215.0
2025-10-24T10:00:00,4.0,13.7,154.0,15.7,56,5.7,0.0,990.0,275.0
2025-10-24T11:00:00,3.9,11.3,155.0,17.0,50,6.2,0.0,990.4,865.0
2025-10-24T12:00:00,2.6,9.3,151.0,17.7,43,7.9,0.0,990.2,560.0
2025-10-24T13:00:00,2.9,7.9,148.0,18.1,40,6.8,0.0,990.1,775.0
2025-10-24T14:00:00,3.1,10.0,152.0,18.0,40,5.9,0.0,990.1,675.0
2025-10-24T15:00:00,3.9,14.0,158.0,17.0,55,2.8,0.0,990.3,150.0
2025-10-24T16:00:00,5.2,29.7,191.0,15.4,56,2.2,0.0,990.3,30.0
2025-10-24T17:00:00,7.5,52.9,228.0,13.4,63,6.2,0.0,990.6,45.0
2025-10-24T18:00:00,12.0,70.2,247.0,13.0,60,6.8,0.0,991.0,65.0
2025-10-24T19:00:00,13.0,63.7,263.0,13.4,50,7.6,0.0,991.2,45.0
2025-10-24T20:00:00,14.1,59.0,278.0,11.7,60,2.7,0.0,990.9,25.0
2025-10-24T21:00:00,15.7,51.7,277.0,9.9,70,4.3,0.0,991.5,40.0
2025-10-24T22:00:00,14.6,43.8,263.0,9.2,73,4.5,0.0,991.7,35.0
2025-10-24T23:00:00,13.3,33.4,247.0,9.4,69,5.2,0.0,991.4,35.0
2025-10-25T00:00:00,13.1,29.9,216.0,8.2,76,4.1,0.0,991.3,25.0
2025-10-25T01:00:00,10.7,22.2,203.0,8.3,73,7.2,0.0,991.4,40.0
2025-10-25T02:00:00,10.0,18.1,189.0,7.5,76,5.0,0.0,991.3,40.0
2025-10-25T03:00:00,10.6,19.4,193.0,7.3,74,4.3,0.0,991.1,30.0
2025-10-25T04:00:00,12.9,17.7,209.0,7.4,72,6.5,0.0,991.2,70.0
2025-10-25T05:00:00,15.1,18.9,207.0,6.7,79,7.6,0.0,991.2,90.0
2025-10-25T06:00:00,17.2,25.7,213.0,6.8,83,8.0,0.0,991.5,110.0
2025-10-25T07:00:00,17.0,26.2,214.0,7.5,87,6.0,0.0,992.1,65.0
2025-10-25T08:00:00,19.6,19.6,218.0,9.5,84,2.9,0.0,992.6,105.0
2025-10-25T09:00:00,22.2,16.8,212.0,11.4,80,2.6,0.0,992.5,245.0
2025-10-25T10:00:00,24.7,15.0,210.0,13.0,75,2.9,0.0,992.2,345.0
2025-10-25T11:00:00,25.7,13.1,201.0,14.2,72,3.5,0.0,991.8,435.0
2025-10-25T12:00:00,24.1,11.2,197.0,15.1,72,2.6,0.0,991.0,510.0
2025-10-25T13:00:00,23.7,10.4,194.0,15.8,71,2.1,0.0,990.1,565.0
2025-10-25T14:00:00,21.2,11.1,193.0,16.1,69,1.2,0.0,989.6,625.0
2025-10-25T15:00:00,19.1,15.5,198.0,15.9,71,2.4,0.0,989.2,455.0
2025-10-25T16:00:00,22.3,27.4,231.0,14.5,78,1.0,0.0,988.7,30.0
2025-10-25T17:00:00,25.3,43.4,251.0,13.0,85,3.6,0.0,988.4,45.0
2025-10-25T18:00:00,27.5,59.6,282.0,13.1,85,3.1,0.0,988.7,45.0
2025-10-25T19:00:00,30.6,64.5,317.0,12.9,87,1.5,0.1,988.6,35.0
2025-10-25T20:00:00,32.5,68.3,338.0,12.5,91,2.2,1.8,989.1,40.0
2025-10-25T21:00:00,34.5,60.3,325.0,12.3,93,3.7,0.0,988.8,35.0
2025-10-25T22:00:00,31.8,48.7,319.0,10.8,95,2.9,0.0,988.1,30.0
2025-10-25T23:00:00,24.3,37.4,295.0,10.7,96,8.2,0.0,988.0,65.0
2025-10-26T00:00:00,16.5,25.9,258.0,10.0,94,7.0,0.0,987.8,75.0
2025-10-26T01:00:00,12.7,23.2,237.0,9.4,93,8.0,0.0,987.6,90.0
2025-10-26T02:00:00,10.3,20.0,201.0,8.9,92,8.3,0.0,987.1,90.0
2025-10-26T03:00:00,8.8,15.0,176.0,8.3,92,8.4,0.0,986.8,85.0
2025-10-26T04:00:00,8.5,14.0,165.0,8.0,91,8.3,0.0,986.5,75.0
2025-10-26T05:00:00,8.3,14.8,160.0,7.3,91,7.1,0.0,986.6,80.0
2025-10-26T06:00:00,8.8,19.3,173.0,6.8,92,8.6,0.0,986.6,85.0
2025-10-26T07:00:00,10.0,17.4,187.0,7.6,89,9.0,0.0,987.6,100.0
2025-10-26T08:00:00,9.2,14.3,186.0,9.2,87,4.9,0.0,988.2,135.0
2025-10-26T09:00:00,9.8,12.3,181.0,11.0,81,4.1,0.0,988.3,170.0
2025-10-26T10:00:00,9.1,9.9,178.0,13.1,75,3.3,0.0,988.4,220.0
2025-10-26T11:00:00,5.2,8.3,149.0,15.1,68,3.7,0.0,988.2,360.0
2025-10-26T12:00:00,4.0,6.1,140.0,17.5,58,9.4,0.0,987.4,515.0
2025-10-26T13:00:00,1.8,3.9,135.0,18.0,51,10.5,0.0,987.2,920.0
2025-10-26T14:00:00,2.0,3.8,131.0,17.8,49,10.7,0.0,987.0,865.0
2025-10-26T15:00:00,2.2,6.0,138.0,17.2,42,14.1,0.0,987.2,925.0
2025-10-26T16:00:00,3.1,10.9,145.0,15.4,36,16.4,0.0,987.6,790.0
2025-10-26T17:00:00,4.2,14.0,156.0,14.2,35,16.2,0.0,988.4,810.0
2025-10-26T18:00:00,3.7,14.2,160.0,13.6,34,18.9,0.0,988.9,725.0
2025-10-26T19:00:00,4.8,13.9,162.0,13.2,35,19.1,0.0,989.3,815.0
2025-10-26T20:00:00,4.0,13.2,163.0,12.8,36,17.7,0.0,990.1,825.0
2025-10-26T21:00:00,3.6,10.4,159.0,12.1,38,16.2,0.0,990.6,695.0
2025-10-26T22:00:00,2.8,8.9,155.0,11.2,42,12.9,0.0,990.9,455.0
2025-10-26T23:00:00,2.9,8.4,151.0,10.0,49,10.7,0.0,991.0,225.0
2025-10-27T00:00:00,3.1,7.1,144.0,9.5,51,11.6,0.0,991.6,220.0
2025-10-27T01:00:00,3.0,6.0,138.0,8.8,56,8.8,0.0,991.6,150.0
2025-10-27T02:00:00,3.1,6.0,137.0,7.4,66,5.6,0.0,991.6,95.0
2025-10-27T03:00:00,3.5,6.9,135.0,6.9,70,5.1,0.0,991.6,60.0
2025-10-27T04:00:00,4.6,12.3,145.0,6.4,73,4.7,0.0,991.8,50.0
2025-10-27T05:00:00,6.9,19.2,178.0,6.2,74,6.4,0.0,991.9,45.0
2025-10-27T06:00:00,9.9,32.7,228.0,6.3,79,2.7,0.0,991.3,20.0
2025-10-27T07:00:00,12.9,40.1,245.0,7.3,77,2.1,0.0,991.8,10.0
2025-10-27T08:00:00,13.8,41.3,256.0,9.3,80,3.5,0.0,992.2,45.0
2025-10-27T09:00:00,12.3,27.6,205.0,11.2,72,3.1,0.0,992.3,150.0
2025-10-27T10:00:00,8.2,22.5,180.0,12.8,68,4.6,0.0,991.8,260.0
2025-10-27T11:00:00,5.7,15.8,161.0,14.1,62,4.8,0.0,991.3,360.0
2025-10-27T12:00:00,4.3,11.6,149.0,16.5,45,5.5,0.0,990.3,760.0
2025-10-27T13:00:00,4.3,10.1,147.0,16.7,42,5.2,0.0,989.4,895.0
2025-10-27T14:00:00,5.1,12.6,147.0,16.4,43,5.2,0.0,988.8,730.0
2025-10-27T15:00:00,5.3,17.6,153.0,15.5,53,4.6,0.0,989.2,270.0
2025-10-27T16:00:00,5.9,34.4,192.0,13.8,61,4.7,0.0,989.2,65.0
2025-10-27T17:00:00,8.6,45.5,218.0,13.0,58,6.0,0.0,988.6,55.0
2025-10-27T18:00:00,11.2,51.9,234.0,14.1,54,10.6,0.0,988.9,70.0
2025-10-27T19:00:00,12.5,48.9,237.0,12.7,61,11.0,0.0,989.8,140.0
2025-10-27T20:00:00,12.3,42.7,227.0,12.5,62,9.8,0.0,990.6,125.0
2025-10-27T21:00:00,10.1,34.6,228.0,11.8,68,10.0,0.0,991.3,90.0
2025-10-27T22:00:00,8.3,24.3,203.0,11.1,71,10.4,0.0,991.8,70.0
2025-10-27T23:00:00,7.2,19.6,191.0,10.3,75,8.4,0.0,992.3,65.0
2025-10-28T00:00:00,6.7,15.9,178.0,10.8,72,7.8,0.0,993.0,90.0
2025-10-28T01:00:00,6.5,13.7,173.0,10.0,76,6.1,0.0,993.5,70.0
2025-10-28T02:00:00,4.8,11.5,167.0,9.0,82,4.4,0.0,993.9,65.0
2025-10-28T03:00:00,4.2,8.2,151.0,8.4,83,0.9,0.0,994.4,10.0
2025-10-28T04:00:00,4.3,10.4,142.0,7.6,86,1.0,0.0,995.1,10.0
2025-10-28T05:00:00,5.6,19.6,164.0,6.6,92,4.0,0.0,995.6,30.0
2025-10-28T06:00:00,9.9,38.8,217.0,6.9,89,0.4,0.0,996.0,10.0
2025-10-28T07:00:00,12.3,41.6,264.0,7.4,89,0.6,0.0,996.7,10.0
2025-10-28T08:00:00,14.3,40.2,245.0,9.6,83,1.8,0.0,997.8,60.0
2025-10-28T09:00:00,11.9,29.0,221.0,11.9,76,1.5,0.0,998.4,135.0
2025-10-28T10:00:00,8.4,23.5,189.0,13.9,69,1.8,0.0,998.9,180.0
2025-10-28T11:00:00,8.0,20.1,188.0,15.3,65,2.0,0.0,998.9,220.0
2025-10-28T12:00:00,7.8,20.8,179.0,16.4,64,3.6,0.0,998.2,325.0
2025-10-28T13:00:00,7.3,20.6,183.0,17.2,61,1.0,0.0,997.7,370.0
2025-10-28T14:00:00,9.3,25.7,193.0,17.4,60,0.9,0.0,997.5,335.0
2025-10-28T15:00:00,12.8,41.3,220.0,16.9,69,1.5,0.0,997.4,95.0
2025-10-28T16:00:00,20.4,66.3,285.0,14.9,76,2.8,0.0,997.4,45.0
2025-10-28T17:00:00,24.2,79.1,359.0,13.6,80,5.4,0.0,997.9,55.0
2025-10-28T18:00:00,31.2,73.7,391.0,12.9,81,3.2,0.0,998.3,30.0
2025-10-28T19:00:00,27.7,71.3,370.0,12.3,84,3.0,0.0,998.7,25.0
2025-10-28T20:00:00,29.7,67.7,395.0,12.3,85,5.7,0.0,998.9,40.0
2025-10-28T21:00:00,32.3,60.1,425.0,11.7,87,6.0,0.0,999.1,45.0
2025-10-28T22:00:00,29.2,60.1,426.0,11.3,88,3.9,0.0,999.0,35.0
2025-10-28T23:00:00,31.3,56.2,412.0,11.3,89,3.1,0.0,999.2,40.0
2025-10-29T00:00:00,32.1,52.3,429.0,11.1,89,4.5,0.1,999.6,40.0
2025-10-29T01:00:00,34.0,43.9,399.0,11.3,89,4.8,0.0,999.5,45.0
2025-10-29T02:00:00,34.8,41.5,393.0,11.2,89,4.5,0.0,999.2,45.0
2025-10-29T03:00:00,34.7,32.8,300.0,10.7,93,1.8,0.0,999.3,30.0
2025-10-29T04:00:00,34.0,32.8,286.0,10.6,94,4.0,0.0,999.6,40.0
2025-10-29T05:00:00,33.3,36.1,273.0,10.6,93,6.4,0.0,999.6,70.0
2025-10-29T06:00:00,33.1,36.1,380.0,10.0,91,7.7,0.0,1000.0,140.0
2025-10-29T07:00:00,34.9,43.0,365.0,10.5,90,7.8,0.0,1000.6,175.0
2025-10-29T08:00:00,37.8,39.6,321.0,11.2,87,6.8,0.0,1001.0,230.0
2025-10-29T09:00:00,38.6,30.2,276.0,12.0,84,7.2,0.1,1000.9,265.0
2025-10-29T10:00:00,40.6,23.2,252.0,13.0,81,6.2,0.0,1000.6,370.0
2025-10-29T11:00:00,36.2,19.3,234.0,14.2,77,4.8,0.0,1000.8,525.0
2025-10-29T12:00:00,37.6,19.5,222.0,13.9,78,6.3,0.1,1000.6,480.0
2025-10-29T13:00:00,36.7,19.1,217.0,14.4,77,6.8,0.1,999.7,455.0
2025-10-29T14:00:00,34.9,21.6,221.0,14.7,77,5.4,0.0,999.2,500.0
2025-10-29T15:00:00,30.7,29.7,225.0,14.5,78,3.1,0.0,998.8,490.0
2025-10-29T16:00:00,31.4,40.5,248.0,13.9,84,4.0,0.4,998.2,110.0
2025-10-29T17:00:00,31.7,51.1,267.0,13.3,92,3.7,0.8,997.8,105.0
2025-10-29T18:00:00,33.5,52.9,277.0,13.1,89,2.7,0.9,998.1,70.0
2025-10-29T19:00:00,31.9,45.4,267.0,12.5,95,5.3,1.0,997.7,70.0
2025-10-29T20:00:00,29.4,34.8,245.0,12.2,95,7.0,1.1,997.0,105.0
2025-10-29T21:00:00,27.1,28.1,223.0,12.2,95,7.8,0.6,996.5,180.0
2025-10-29T22:00:00,28.6,23.7,207.0,12.3,95,6.3,0.8,996.2,205.0
2025-10-29T23:00:00,24.8,14.0,207.0,12.4,93,9.3,0.1,995.3,220.0
2025-10-30T00:00:00,23.0,13.0,206.0,12.2,95,8.4,0.0,995.6,155.0
2025-10-30T01:00:00,19.1,11.2,208.0,12.0,95,2.6,2.0,994.7,50.0
2025-10-30T02:00:00,17.1,10.2,207.0,12.0,96,3.8,0.4,994.4,55.0
2025-10-30T03:00:00,18.0,10.8,215.0,11.9,97,10.4,1.4,994.4,140.0
2025-10-30T04:00:00,17.3,15.0,222.0,12.2,94,8.5,3.8,994.5,170.0
2025-10-30T05:00:00,18.9,25.1,232.0,12.3,94,3.0,2.5,994.0,50.0
2025-10-30T06:00:00,22.9,34.0,244.0,12.2,95,2.7,1.8,994.5,50.0
2025-10-30T07:00:00,19.7,45.9,303.0,12.3,94,3.7,0.2,995.1,40.0
2025-10-30T08:00:00,20.1,54.1,307.0,13.1,94,3.1,0.0,995.8,60.0
2025-10-30T09:00:00,18.7,45.3,288.0,13.8,92,3.3,0.0,996.2,110.0
2025-10-30T10:00:00,18.1,39.0,251.0,14.6,86,3.4,0.0,996.3,185.0
2025-10-30T11:00:00,15.9,35.3,226.0,15.4,83,3.6,0.0,996.1,285.0
2025-10-30T12:00:00,14.9,28.1,225.0,15.6,78,1.7,0.0,996.8,605.0
2025-10-30T13:00:00,12.9,25.4,215.0,15.8,78,3.1,0.0,996.7,535.0
2025-10-30T14:00:00,10.9,22.0,216.0,15.6,79,3.1,0.0,996.3,400.0
2025-10-30T15:00:00,11.8,27.4,213.0,15.3,81,3.6,0.0,996.2,205.0
2025-10-30T16:00:00,15.9,45.2,257.0,14.2,88,1.5,0.0,996.6,55.0
2025-10-30T17:00:00,21.6,63.9,309.0,13.5,91,3.7,0.0,997.1,60.0
2025-10-30T18:00:00,28.9,71.1,368.0,14.0,92,2.1,0.0,998.0,35.0
2025-10-30T19:00:00,28.5,72.2,402.0,14.0,93,4.8,0.0,998.5,60.0
2025-10-30T20:00:00,28.0,68.7,409.0,13.8,94,4.6,0.0,999.1,60.0
2025-10-30T21:00:00,30.4,66.4,418.0,13.7,93,8.0,0.0,999.3,100.0
2025-10-30T22:00:00,34.0,63.9,410.0,13.7,93,6.1,0.0,999.4,90.0
2025-10-30T23:00:00,33.9,60.7,422.0,13.8,93,4.0,0.0,999.4,50.0
2025-10-31T00:00:00,30.9,54.2,382.0,13.5,93,5.2,0.0,999.8,75.0
2025-10-31T01:00:00,34.1,44.9,394.0,13.6,92,6.2,0.0,999.7,80.0
2025-10-31T02:00:00,33.7,39.1,383.0,13.7,92,6.5,0.0,999.6,80.0
2025-10-31T03:00:00,32.2,33.2,372.0,13.7,91,6.4,0.1,999.3,75.0
2025-10-31T04:00:00,29.9,35.4,344.0,13.7,92,5.4,0.2,999.5,65.0
2025-10-31T05:00:00,29.7,33.8,326.0,13.6,92,5.1,0.1,999.8,60.0
2025-10-31T06:00:00,31.7,40.3,341.0,13.5,92,5.4,0.1,1000.1,60.0
2025-10-31T07:00:00,35.0,50.5,400.0,13.7,92,5.1,0.0,1000.6,60.0
2025-10-31T08:00:00,39.7,51.3,396.0,14.1,92,2.4,0.0,1001.3,55.0
2025-10-31T09:00:00,38.4,48.8,406.0,14.3,92,2.1,0.0,1001.8,85.0
2025-10-31T10:00:00,36.8,44.6,389.0,14.6,91,1.3,0.1,1002.0,120.0
2025-10-31T11:00:00,37.1,45.2,375.0,14.7,91,0.6,0.2,1002.0,60.0
2025-10-31T12:00:00,36.8,45.0,366.0,14.3,96,3.1,0.2,1001.9,115.0
2025-10-31T13:00:00,34.0,44.8,358.0,14.9,93,0.9,0.1,1001.7,135.0
2025-10-31T14:00:00,34.6,49.3,360.0,15.2,90,3.2,0.1,1001.6,190.0
2025-10-31T15:00:00,36.1,60.3,369.0,15.1,90,4.1,0.0,1001.5,175.0
2025-10-31T16:00:00,43.1,68.8,420.0,14.8,94,1.8,0.0,1001.6,90.0
2025-10-31T17:00:00,47.6,85.8,492.0,14.4,96,1.7,0.0,1002.1,30.0
2025-10-31T18:00:00,47.9,81.1,550.0,14.3,98,1.5,0.0,1002.3,20.0
2025-10-31T19:00:00,51.1,78.3,563.0,14.5,97,4.1,0.0,1002.3,35.0
2025-10-31T20:00:00,53.0,79.5,578.0,14.3,96,5.4,0.0,1002.5,40.0
2025-10-31T21:00:00,52.8,70.8,565.0,14.5,96,4.5,0.0,1002.9,40.0
2025-10-31T22:00:00,52.7,64.3,520.0,14.1,96,3.5,0.0,1002.8,35.0
2025-10-31T23:00:00,51.5,61.4,492.0,14.0,97,3.5,0.0,1002.8,30.0
2025-11-01T00:00:00,47.3,65.0,453.0,13.8,97,1.1,0.0,1002.5,20.0
2025-11-01T01:00:00,42.6,58.4,441.0,14.2,97,1.5,0.0,1002.6,40.0
2025-11-01T02:00:00,40.9,56.0,432.0,14.2,97,4.0,0.0,1002.8,70.0
2025-11-01T03:00:00,38.3,54.9,422.0,13.9,99,2.8,0.0,1002.4,60.0
2025-11-01T04:00:00,37.6,53.9,414.0,13.8,100,3.8,0.0,1002.4,70.0
2025-11-01T05:00:00,38.0,52.9,408.0,13.8,99,3.6,0.1,1002.3,60.0
2025-11-01T06:00:00,39.1,53.4,414.0,13.8,99,5.6,0.0,1002.5,65.0
2025-11-01T07:00:00,40.6,52.2,445.0,14.0,97,4.5,0.0,1002.9,65.0
2025-11-01T08:00:00,40.7,50.6,457.0,14.8,93,3.6,0.0,1003.2,90.0
2025-11-01T09:00:00,40.1,45.7,469.0,15.3,92,2.4,0.0,1003.2,110.0
2025-11-01T10:00:00,34.9,45.2,416.0,16.0,89,2.2,0.0,1003.2,235.0
2025-11-01T11:00:00,29.8,43.0,371.0,16.3,85,3.1,0.0,1003.0,345.0
2025-11-01T12:00:00,30.6,38.4,326.0,16.7,85,2.4,0.0,1002.5,340.0
2025-11-01T13:00:00,27.6,39.8,306.0,17.1,84,2.5,0.1,1002.1,355.0
2025-11-01T14:00:00,25.9,34.2,281.0,17.2,83,1.5,0.0,1001.9,360.0
2025-11-01T15:00:00,24.4,42.1,301.0,17.1,84,1.6,0.0,1001.7,345.0
2025-11-01T16:00:00,29.7,48.9,349.0,16.2,89,0.7,0.0,1001.6,25.0
2025-11-01T17:00:00,35.0,52.9,368.0,14.8,93,1.9,0.1,1001.9,25.0
2025-11-01T18:00:00,35.9,54.7,391.0,14.9,94,2.2,0.1,1002.3,25.0
2025-11-01T19:00:00,37.2,56.4,424.0,14.8,95,3.1,0.1,1002.2,40.0
2025-11-01T20:00:00,34.4,57.4,451.0,14.3,96,2.3,0.2,1002.1,35.0
2025-11-01T21:00:00,35.2,59.3,470.0,15.0,95,5.1,0.2,1002.1,45.0
2025-11-01T22:00:00,36.5,60.6,503.0,15.0,96,4.2,0.1,1001.5,45.0
2025-11-01T23:00:00,37.7,62.5,512.0,15.0,96,2.2,0.0,1001.2,40.0
2025-11-02T00:00:00,40.0,56.7,425.0,14.7,99,3.9,0.1,1000.8,40.0
2025-11-02T01:00:00,39.1,55.8,427.0,14.3,99,4.2,0.0,1000.3,45.0
2025-11-02T02:00:00,38.3,53.3,433.0,14.1,100,3.7,0.1,999.9,45.0
2025-11-02T03:00:00,37.7,49.8,417.0,14.3,99,4.3,0.3,999.3,80.0
2025-11-02T04:00:00,37.8,35.7,413.0,14.2,98,6.4,1.4,998.8,95.0
2025-11-02T05:00:00,37.9,31.9,387.0,14.2,97,5.9,1.3,998.5,105.0
2025-11-02T06:00:00,34.3,30.2,339.0,14.3,97,3.5,0.4,998.3,150.0
2025-11-02T07:00:00,28.7,28.5,294.0,14.5,97,4.8,1.6,998.6,210.0
2025-11-02T08:00:00,24.8,22.3,254.0,14.4,97,4.7,2.4,998.6,190.0
2025-11-02T09:00:00,19.8,21.5,250.0,14.7,97,8.7,0.5,998.3,260.0
2025-11-02T10:00:00,14.9,18.8,243.0,15.0,95,7.2,0.4,997.8,235.0
2025-11-02T11:00:00,12.1,19.3,236.0,14.9,94,10.0,0.5,997.1,275.0
2025-11-02T12:00:00,11.3,18.5,222.0,14.8,92,10.6,2.0,995.9,320.0
2025-11-02T13:00:00,10.1,16.2,214.0,15.5,89,10.3,0.1,995.3,445.0
2025-11-02T14:00:00,10.6,17.4,215.0,15.6,86,10.0,0.5,994.8,505.0
2025-11-02T15:00:00,11.0,22.7,217.0,14.8,95,9.5,2.3,994.1,410.0
2025-11-02T16:00:00,11.4,27.9,242.0,14.6,97,2.8,1.7,993.9,85.0
